,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Earnings From Equity Interest Net Of Tax,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Business,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,General And Administrative Expense,Other Gand A,Salaries And Wages,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,ticker,Write Off,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Otherunder Preferred Stock Dividend,Other Special Charges,Other Operating Expenses,Average Dilution Earnings,Selling And Marketing Expense,Gain On Sale Of Ppe,Impairment Of Capital Assets,Provision For Doubtful Accounts,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Earnings From Equity Interest,Total Other Finance Cost,Depreciation Income Statement,Preferred Stock Dividends,Other Taxes,Excise Taxes,Professional Expense And Contract Services Expense,Other Non Interest Expense,Rent Expense Supplemental,Rent And Landing Fees,Occupancy And Equipment,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2024-06-30,1143138.722854,0.162193,211675000.0,7048000.0,7048000.0,72606000.0,107344000.0,306179000.0,218723000.0,111379000.0,-4205000.0,24717000.0,20512000.0,66701138.722854,55360000.0,607866000.0,85724000.0,123477000.0,123368000.0,0.448739,0.448739,55360000.0,55360000.0,55360000.0,,55360000.0,-17246000.0,72606000.0,,14056000.0,86662000.0,7048000.0,,,,,7048000.0,-4205000.0,24717000.0,20512000.0,83819000.0,301687000.0,48132000.0,253555000.0,253555000.0,251650000.0,1905000.0,385506000.0,306179000.0,691685000.0,691685000.0,RVTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1917000.0,,,,,,,,,,,,260571000.0,260571000.0,1917000.0,,,,,RVTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.127,460000000.0,,,386000000.0,21000000.0,141000000.0,460000000.0,439000000.0,,,,386000000.0,386000000.0,550000000.0,,909127658.0,882149402.0,0.42,0.44,386000000.0,386000000.0,386000000.0,,386000000.0,,386000000.0,,56000000.0,442000000.0,3000000.0,3000000.0,,,,,,,,439000000.0,409000000.0,214000000.0,157000000.0,71000000.0,32000000.0,39000000.0,848000000.0,141000000.0,989000000.0,896000000.0,HOOD,,,,,,,,10000000.0,,86000000.0,,,28000000.0,,,,,,,,,,,,,,,,,,,,
2025-03-31,-188000.0,0.094,394000000.0,-2000000.0,-2000000.0,336000000.0,20000000.0,134000000.0,392000000.0,372000000.0,,,,337812000.0,336000000.0,555000000.0,,909241619.0,884577603.0,0.37,0.37,336000000.0,336000000.0,336000000.0,,336000000.0,,336000000.0,,35000000.0,371000000.0,-1000000.0,1000000.0,-2000000.0,,,,,,,372000000.0,421000000.0,214000000.0,172000000.0,78000000.0,49000000.0,29000000.0,793000000.0,134000000.0,927000000.0,873000000.0,HOOD,,,,,,,2000000.0,11000000.0,,94000000.0,,,24000000.0,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.21,580000000.0,,,916000000.0,22000000.0,144000000.0,580000000.0,558000000.0,,,,916000000.0,916000000.0,456000000.0,,907767796.0,883884676.0,1.01,1.04,916000000.0,916000000.0,916000000.0,,916000000.0,,916000000.0,,-358000000.0,558000000.0,0.0,2000000.0,,,,,,,,558000000.0,312000000.0,208000000.0,76000000.0,5000000.0,-15000000.0,20000000.0,870000000.0,144000000.0,1014000000.0,968000000.0,HOOD,,,,,,,,9000000.0,,71000000.0,,,19000000.0,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.019,171000000.0,,,150000000.0,20000000.0,121000000.0,171000000.0,151000000.0,,,,150000000.0,150000000.0,486000000.0,,905544750.0,884108545.0,0.17,0.17,150000000.0,150000000.0,150000000.0,,150000000.0,,150000000.0,,3000000.0,153000000.0,2000000.0,2000000.0,,,,,,,,151000000.0,365000000.0,205000000.0,129000000.0,82000000.0,51000000.0,31000000.0,516000000.0,121000000.0,637000000.0,593000000.0,HOOD,,,,,,,,8000000.0,,47000000.0,,,23000000.0,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.018,207000000.0,,,188000000.0,18000000.0,123000000.0,207000000.0,189000000.0,,,,188000000.0,188000000.0,493000000.0,,904490572.0,881076624.0,0.21,0.21,188000000.0,188000000.0,188000000.0,,188000000.0,,188000000.0,,3000000.0,191000000.0,2000000.0,2000000.0,,,,,,,,189000000.0,370000000.0,209000000.0,134000000.0,79000000.0,45000000.0,34000000.0,559000000.0,123000000.0,682000000.0,612000000.0,HOOD,,,,,,,,9000000.0,,55000000.0,,,18000000.0,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,-2000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2000000.0,,,,,,,,,,,,,,,,,,HOOD,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,-4000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4000000.0,,,,,,,,,,,,,,,HOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.143275,464000000.0,0.0,0.0,295000000.0,81000000.0,1268000000.0,464000000.0,383000000.0,-37000000.0,41000000.0,4000000.0,295000000.0,295000000.0,1766000000.0,,113000000.0,112434397.0,2.6,2.623752,294000000.0,294000000.0,295000000.0,2000000.0,293000000.0,,293000000.0,,49000000.0,342000000.0,1000000.0,1000000.0,0.0,,0.0,,-37000000.0,41000000.0,4000000.0,378000000.0,498000000.0,,498000000.0,,,,876000000.0,1268000000.0,2144000000.0,2144000000.0,ROK,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,-1368000.0,0.171,427000000.0,-8000000.0,-8000000.0,252000000.0,81000000.0,1191000000.0,419000000.0,338000000.0,-37000000.0,39000000.0,2000000.0,258632000.0,252000000.0,1660000000.0,,113300000.0,112716471.0,2.22,2.235698,251000000.0,251000000.0,252000000.0,4000000.0,248000000.0,,248000000.0,,51000000.0,299000000.0,-5000000.0,3000000.0,-5000000.0,,5000000.0,-3000000.0,-37000000.0,39000000.0,2000000.0,341000000.0,469000000.0,,469000000.0,,,,810000000.0,1191000000.0,2001000000.0,2001000000.0,ROK,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.164,330000000.0,,,184000000.0,78000000.0,1159000000.0,330000000.0,252000000.0,-35000000.0,39000000.0,4000000.0,184000000.0,184000000.0,1635000000.0,,113500000.0,113072948.0,1.61,1.627268,183000000.0,183000000.0,184000000.0,6000000.0,178000000.0,,178000000.0,,35000000.0,213000000.0,2000000.0,2000000.0,,,,,-35000000.0,39000000.0,4000000.0,246000000.0,476000000.0,,476000000.0,,,,722000000.0,1159000000.0,1881000000.0,1881000000.0,ROK,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,3916125.501642,0.130974,366500000.0,29900000.0,29900000.0,239100000.0,81200000.0,1264900000.0,396400000.0,315200000.0,-37100000.0,41100000.0,4000000.0,213116125.501642,239100000.0,1751800000.0,,113700000.0,113067383.0,2.09,2.114668,238000000.0,238000000.0,239100000.0,900000.0,238200000.0,,238200000.0,,35900000.0,274100000.0,27500000.0,-2400000.0,,,,-800000.0,-37100000.0,41100000.0,4000000.0,283700000.0,486900000.0,,486900000.0,,,,770600000.0,1264900000.0,2035500000.0,2035500000.0,ROK,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,-470588.235294,0.094118,379000000.0,-5000000.0,-5000000.0,232000000.0,78000000.0,1256000000.0,374000000.0,296000000.0,-38000000.0,41000000.0,3000000.0,236529411.764706,232000000.0,1757000000.0,,113467383.0,113467383.0,2.04464,2.04464,231000000.0,231000000.0,232000000.0,1000000.0,231000000.0,,231000000.0,,24000000.0,255000000.0,-1000000.0,4000000.0,0.0,,0.0,-5000000.0,-38000000.0,41000000.0,3000000.0,294000000.0,501000000.0,,501000000.0,495700000.0,500600000.0,-4900000.0,795000000.0,1256000000.0,2051000000.0,2051000000.0,ROK,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,-4000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7000000.0,,7000000.0,3000000.0,,,,,,,,496500000.0,501400000.0,-4900000.0,,,,,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.26,230362000.0,,,141489000.0,31737000.0,461861000.0,230362000.0,198625000.0,-7380000.0,7380000.0,,141489000.0,141489000.0,801194000.0,198333000.0,484674000.0,484643000.0,0.29,0.29,141489000.0,141489000.0,141489000.0,,141489000.0,,141489000.0,,49756000.0,191245000.0,292000.0,292000.0,,,,,-7380000.0,7380000.0,,198333000.0,339333000.0,,307596000.0,,,,537666000.0,461861000.0,999527000.0,991918000.0,ROL,,31737000.0,31737000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.235,172549000.0,,,105248000.0,29209000.0,400134000.0,172549000.0,143340000.0,-5796000.0,5796000.0,,105248000.0,105248000.0,679856000.0,142648000.0,484434000.0,484414000.0,0.22,0.22,105248000.0,105248000.0,105248000.0,,105248000.0,,105248000.0,,32296000.0,137544000.0,692000.0,692000.0,,,,,-5796000.0,5796000.0,,142648000.0,279722000.0,,250513000.0,,,,422370000.0,400134000.0,822504000.0,816570000.0,ROL,,29209000.0,29209000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.272962,180912000.0,0.0,0.0,105675000.0,30535000.0,405462000.0,180912000.0,150377000.0,-5027000.0,5027000.0,,105675000.0,105675000.0,681542000.0,150627000.0,484351000.0,484304000.0,0.22,0.22,105675000.0,105675000.0,105675000.0,,105675000.0,,105675000.0,,39675000.0,145350000.0,-250000.0,-250000.0,0.0,,0.0,,-5027000.0,5027000.0,,150627000.0,276080000.0,,245545000.0,,,,426707000.0,405462000.0,832169000.0,848703000.0,ROL,,30535000.0,30535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.261,220042000.0,0.0,0.0,136913000.0,27664000.0,421892000.0,220042000.0,192378000.0,-7150000.0,7150000.0,,136913000.0,136913000.0,724474000.0,191796000.0,484359000.0,484317000.0,0.28,0.28,136913000.0,136913000.0,136913000.0,,136913000.0,,136913000.0,,48315000.0,185228000.0,582000.0,582000.0,0.0,,0.0,,-7150000.0,7150000.0,,191796000.0,302582000.0,,274918000.0,,,,494378000.0,421892000.0,916270000.0,909879000.0,ROL,,27664000.0,27664000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.261,210500000.0,,,129397000.0,27711000.0,410285000.0,210500000.0,182789000.0,-7775000.0,7775000.0,,129397000.0,129397000.0,709543000.0,182377000.0,484419000.0,484244000.0,0.27,0.27,129397000.0,129397000.0,129397000.0,,129397000.0,,129397000.0,,45617000.0,175014000.0,412000.0,412000.0,,,,,-7775000.0,7775000.0,,182377000.0,299258000.0,,271547000.0,,,,481635000.0,410285000.0,891920000.0,886653000.0,ROL,,27711000.0,27711000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,ROL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.22,788100000.0,,,378300000.0,223700000.0,598200000.0,788100000.0,564400000.0,-79100000.0,79100000.0,,378300000.0,378300000.0,1395300000.0,548300000.0,108400000.0,107600000.0,3.49,3.52,378300000.0,378300000.0,378300000.0,,378300000.0,,378300000.0,,107000000.0,485300000.0,16100000.0,-500000.0,,,,,-79100000.0,79100000.0,,548300000.0,797100000.0,,797100000.0,,,,1345400000.0,598200000.0,1943600000.0,1943600000.0,ROP,,,,,,,,,,,,,,,,,,16600000.0,,,,,,,,,,,,,,,
2025-03-31,0.0,0.208,694000000.0,,,331100000.0,213100000.0,589100000.0,694000000.0,480900000.0,-62900000.0,62900000.0,,331100000.0,331100000.0,1357000000.0,525800000.0,108200000.0,107400000.0,3.06,3.08,331100000.0,331100000.0,331100000.0,,331100000.0,,331100000.0,,86900000.0,418000000.0,-44900000.0,-500000.0,,,,,-62900000.0,62900000.0,,525800000.0,767900000.0,,767900000.0,,,,1293700000.0,589100000.0,1882800000.0,1882800000.0,ROP,,,,,,,,,,,,,,,,,,-44400000.0,,,,,,,,,,,,,,,
2024-12-31,0.0,0.217502,872700000.0,,,462300000.0,211100000.0,594800000.0,872700000.0,661600000.0,-70800000.0,70800000.0,,462300000.0,462300000.0,1352400000.0,524700000.0,108100000.0,107300000.0,4.28,4.31,462300000.0,462300000.0,462300000.0,,462300000.0,0.0,462300000.0,,128500000.0,590800000.0,136900000.0,-4100000.0,,,,,-70800000.0,70800000.0,,524700000.0,757600000.0,,757600000.0,,,,1282300000.0,594800000.0,1877100000.0,1877100000.0,ROP,,,,,,,,,,,,,,,,,,141000000.0,,,,,,,,,,,,,,,
2024-09-30,0.0,0.213,740900000.0,,,367900000.0,206000000.0,542900000.0,740900000.0,534900000.0,-67700000.0,67700000.0,,367900000.0,367900000.0,1268000000.0,496600000.0,108100000.0,107200000.0,3.4,3.43,367900000.0,367900000.0,367900000.0,,367900000.0,0.0,367900000.0,,99300000.0,467200000.0,38300000.0,900000.0,,,,,-67700000.0,67700000.0,,496600000.0,725100000.0,,725100000.0,,,,1221700000.0,542900000.0,1764600000.0,1764600000.0,ROP,,,,,,,,,,,,,,,,,,37400000.0,,,,,,,,,,,,,,,
2024-06-30,0.0,0.207,694300000.0,,,337100000.0,201500000.0,523500000.0,694300000.0,492800000.0,-67500000.0,67500000.0,,337100000.0,337100000.0,1222600000.0,494200000.0,107900000.0,107100000.0,3.12,3.15,337100000.0,337100000.0,337100000.0,,337100000.0,0.0,337100000.0,,88200000.0,425300000.0,-1400000.0,-600000.0,,,,,-67500000.0,67500000.0,,494200000.0,699100000.0,,699100000.0,,,,1193300000.0,523500000.0,1716800000.0,1716800000.0,ROP,,,,,,,,,,,,,,,,,,-800000.0,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,ROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,11500000.0,,,,,,,,,,,,,,,,,,,,,,,,,ROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,0.0,0.242499,804999000.0,,,507995000.0,126399000.0,4002167000.0,804999000.0,678600000.0,32346000.0,7980000.0,40326000.0,507995000.0,507995000.0,4890878000.0,638274000.0,324796000.0,323000000.0,1.56,1.57,507995000.0,507995000.0,507995000.0,,507995000.0,,507995000.0,,162625000.0,670620000.0,,,,,,,32346000.0,7980000.0,40326000.0,638274000.0,888711000.0,,888711000.0,,,,1526985000.0,4002167000.0,5529152000.0,5529152000.0,ROST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,0.0,0.2522,769276000.0,,,479249000.0,115938000.0,3581366000.0,769276000.0,653338000.0,34409000.0,12459000.0,46868000.0,479249000.0,479249000.0,4378501000.0,606470000.0,327005000.0,324877000.0,1.47,1.48,479249000.0,479249000.0,479249000.0,,479249000.0,,479249000.0,,161630000.0,640879000.0,,,,,,,34409000.0,12459000.0,46868000.0,606470000.0,797135000.0,,797135000.0,,,,1403605000.0,3581366000.0,4984971000.0,4984971000.0,ROST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,0.0,0.238699,901761000.0,,,586784000.0,117204000.0,4343622000.0,901761000.0,784557000.0,39741000.0,13792000.0,53533000.0,586784000.0,586784000.0,5181255000.0,,328519000.0,326014000.0,1.79,1.8,586784000.0,586784000.0,586784000.0,,586784000.0,,586784000.0,,183981000.0,770765000.0,,,,,,,39741000.0,13792000.0,53533000.0,731024000.0,837633000.0,,837633000.0,,,,1568657000.0,4343622000.0,5912279000.0,5912279000.0,ROST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,0.0,0.244201,773941000.0,,,488808000.0,111803000.0,3634283000.0,773941000.0,662138000.0,42527000.0,15395000.0,57922000.0,488808000.0,488808000.0,4467138000.0,,329937000.0,327710000.0,1.48,1.49,488808000.0,488808000.0,488808000.0,,488808000.0,,488808000.0,,157935000.0,646743000.0,,,,,,,42527000.0,15395000.0,57922000.0,604216000.0,832855000.0,,832855000.0,,,,1437071000.0,3634283000.0,5071354000.0,5071354000.0,ROST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,0.0,0.2497,828110000.0,,,527148000.0,108595000.0,3791929000.0,828110000.0,719515000.0,43350000.0,16932000.0,60282000.0,527148000.0,527148000.0,4628286000.0,659233000.0,331511000.0,329392000.0,1.59,1.6,527148000.0,527148000.0,527148000.0,,527148000.0,,527148000.0,,175435000.0,702583000.0,,,,,,,43350000.0,16932000.0,60282000.0,659233000.0,836357000.0,,836357000.0,,,,1495590000.0,3791929000.0,5287519000.0,5287519000.0,ROST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,,,,,,,,,,,,,,,,,591113000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.21,1860000000.0,,,1210000000.0,417000000.0,2283000000.0,1860000000.0,1443000000.0,-216000000.0,228000000.0,12000000.0,1210000000.0,1210000000.0,3208000000.0,1329000000.0,275000000.0,272000000.0,4.41,4.45,1211000000.0,1210000000.0,1210000000.0,-5000000.0,1214000000.0,,1215000000.0,,,1215000000.0,101000000.0,-6000000.0,,,,,-216000000.0,228000000.0,12000000.0,1330000000.0,925000000.0,,508000000.0,,,,2255000000.0,2283000000.0,4538000000.0,4538000000.0,RCL,,417000000.0,417000000.0,,,,,,1000000.0,,,,,,,,,107000000.0,,,,,,,,,,,,,,,
2025-03-31,0.0,0.21,1398000000.0,,,730000000.0,412000000.0,2078000000.0,1398000000.0,986000000.0,-247000000.0,249000000.0,2000000.0,730000000.0,730000000.0,3052000000.0,945000000.0,276000000.0,269000000.0,2.7,2.71,745000000.0,730000000.0,730000000.0,-6000000.0,736000000.0,,737000000.0,,,737000000.0,37000000.0,-11000000.0,,,,,-247000000.0,249000000.0,2000000.0,947000000.0,974000000.0,,562000000.0,,,,1921000000.0,2078000000.0,3999000000.0,3999000000.0,RCL,,412000000.0,412000000.0,,,,,,15000000.0,,,,,,,,,48000000.0,,,,,,,,,,,,,,,
2024-12-31,0.0,0.21,1236000000.0,,,552000000.0,410000000.0,2052000000.0,1236000000.0,826000000.0,-263000000.0,266000000.0,3000000.0,552000000.0,552000000.0,3135000000.0,624000000.0,277000000.0,269000000.0,2.06,2.06,558000000.0,552000000.0,552000000.0,-6000000.0,559000000.0,,560000000.0,,,560000000.0,197000000.0,140000000.0,,,,,-263000000.0,266000000.0,3000000.0,626000000.0,1083000000.0,,673000000.0,,,,1709000000.0,2052000000.0,3761000000.0,3761000000.0,RCL,,410000000.0,410000000.0,,,,,,6000000.0,,,,,,,,,57000000.0,,,,,,,,,,,,,,,
2024-09-30,0.0,0.21,2128000000.0,,,1111000000.0,410000000.0,2391000000.0,2128000000.0,1718000000.0,-599000000.0,603000000.0,4000000.0,1111000000.0,1111000000.0,3252000000.0,1634000000.0,264000000.0,263000000.0,4.21,4.22,1111000000.0,1111000000.0,1111000000.0,-4000000.0,1115000000.0,,1115000000.0,,,1115000000.0,80000000.0,-26000000.0,,,,,-599000000.0,603000000.0,4000000.0,1634000000.0,861000000.0,,451000000.0,,,,2495000000.0,2391000000.0,4886000000.0,4886000000.0,RCL,,410000000.0,410000000.0,,,,,,0.0,,,,,,,,,106000000.0,,,,,,,,,,,,,,,
2024-06-30,0.0,0.21,1549000000.0,,,854000000.0,393000000.0,2152000000.0,1549000000.0,1156000000.0,-294000000.0,298000000.0,4000000.0,854000000.0,854000000.0,3011000000.0,1099000000.0,281000000.0,257000000.0,3.11,3.32,873000000.0,854000000.0,854000000.0,-4000000.0,858000000.0,,858000000.0,,,858000000.0,53000000.0,-3000000.0,,,,,-294000000.0,298000000.0,4000000.0,1099000000.0,859000000.0,,466000000.0,,,,1958000000.0,2152000000.0,4110000000.0,4110000000.0,RCL,,393000000.0,393000000.0,,,,,,19000000.0,,,,,,,,,56000000.0,,,,,,,,,,,,,,,
2023-12-31,,,,50888000.0,50888000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50888000.0,,,,,,,,,,,,,,,RCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,5928000.0,0.228,1849000000.0,26000000.0,26000000.0,1072000000.0,295000000.0,1120000000.0,1875000000.0,1579000000.0,-77000000.0,77000000.0,,1051928000.0,1072000000.0,2218000000.0,1551000000.0,306100000.0,305900000.0,3.5,3.5,1072000000.0,1072000000.0,1072000000.0,-88000000.0,1160000000.0,,1160000000.0,,342000000.0,1502000000.0,42000000.0,5000000.0,3000000.0,3000000.0,,23000000.0,-77000000.0,77000000.0,,1537000000.0,1099000000.0,,803000000.0,,,,2636000000.0,1119000000.0,3755000000.0,3755000000.0,SPGI,,296000000.0,296000000.0,270000000.0,270000000.0,,,,,,,,,,,,,11000000.0,,26000000.0,,,,,,,,,,,,,
2025-03-31,-2170000.0,0.217,1877000000.0,-10000000.0,-10000000.0,1090000000.0,293000000.0,1153000000.0,1867000000.0,1574000000.0,-78000000.0,78000000.0,,1097830000.0,1090000000.0,2210000000.0,1578000000.0,307700000.0,307300000.0,3.54,3.55,1090000000.0,1090000000.0,1090000000.0,-81000000.0,1171000000.0,,1171000000.0,,325000000.0,1496000000.0,7000000.0,6000000.0,,,,-10000000.0,-78000000.0,78000000.0,,1567000000.0,1057000000.0,,764000000.0,,,,2624000000.0,1153000000.0,3777000000.0,3777000000.0,SPGI,,293000000.0,293000000.0,268000000.0,268000000.0,,,,,,,,,,,,,11000000.0,,25000000.0,,,,,,,,,,,,,
2024-12-31,10527910.685805,0.228868,1578000000.0,46000000.0,46000000.0,880000000.0,300000000.0,1114000000.0,1624000000.0,1324000000.0,-70000000.0,70000000.0,,844527910.685805,880000000.0,2333000000.0,1309000000.0,308900000.0,308500000.0,2.85,2.85,880000000.0,880000000.0,880000000.0,-87000000.0,967000000.0,,967000000.0,,287000000.0,1254000000.0,65000000.0,7000000.0,38000000.0,38000000.0,,8000000.0,-70000000.0,70000000.0,,1259000000.0,1219000000.0,,919000000.0,,,,2478000000.0,1114000000.0,3592000000.0,3592000000.0,SPGI,,300000000.0,300000000.0,274000000.0,274000000.0,,,,,,,,,,,,,12000000.0,,26000000.0,,,,,,,,,,,,,
2024-09-30,3220000.0,0.23,1712000000.0,14000000.0,14000000.0,971000000.0,294000000.0,1071000000.0,1726000000.0,1432000000.0,-72000000.0,72000000.0,,960220000.0,971000000.0,2173000000.0,1434000000.0,311500000.0,311200000.0,3.11,3.12,971000000.0,971000000.0,971000000.0,-76000000.0,1047000000.0,,1047000000.0,,313000000.0,1360000000.0,30000000.0,5000000.0,21000000.0,21000000.0,,-7000000.0,-72000000.0,72000000.0,,1402000000.0,1101000000.0,,808000000.0,,,,2503000000.0,1072000000.0,3575000000.0,3575000000.0,SPGI,,293000000.0,293000000.0,271000000.0,271000000.0,,,,,,,,,,,,,11000000.0,,22000000.0,,,,,,,,,,,,,
2024-06-30,-639000.0,0.213,1750000000.0,-3000000.0,-3000000.0,1011000000.0,292000000.0,1077000000.0,1747000000.0,1455000000.0,-77000000.0,77000000.0,,1013361000.0,1011000000.0,2110000000.0,1452000000.0,313200000.0,313000000.0,3.23,3.23,1011000000.0,1011000000.0,1011000000.0,-74000000.0,1085000000.0,,1085000000.0,,293000000.0,1378000000.0,16000000.0,6000000.0,0.0,0.0,,-3000000.0,-77000000.0,77000000.0,,1439000000.0,1032000000.0,,741000000.0,,,,2471000000.0,1078000000.0,3549000000.0,3549000000.0,SPGI,,291000000.0,291000000.0,266000000.0,266000000.0,,,,,,,,,,,,,13000000.0,,25000000.0,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,SPGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,440000.0,0.22,3151000000.0,2000000.0,2000000.0,1887000000.0,817000000.0,2242000000.0,3153000000.0,2336000000.0,,,,1885440000.0,1887000000.0,7900000000.0,2332000000.0,962000000.0,956000000.0,1.96,1.97,1887000000.0,1887000000.0,1887000000.0,,1887000000.0,,1887000000.0,,519000000.0,2406000000.0,70000000.0,68000000.0,-90000000.0,,4000000.0,92000000.0,,,,2336000000.0,5658000000.0,1481000000.0,4177000000.0,734000000.0,734000000.0,,7994000000.0,2242000000.0,10236000000.0,10236000000.0,CRM,86000000.0,,,,,,,,,3443000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,-21780000.0,0.22,2920000000.0,-99000000.0,-99000000.0,1541000000.0,843000000.0,2265000000.0,2821000000.0,1978000000.0,,,,1618220000.0,1541000000.0,7851000000.0,1942000000.0,970000000.0,960000000.0,1.59,1.61,1541000000.0,1541000000.0,1541000000.0,,1541000000.0,,1541000000.0,,433000000.0,1974000000.0,-4000000.0,95000000.0,-83000000.0,,36000000.0,-16000000.0,,,,1978000000.0,5586000000.0,1460000000.0,4126000000.0,697000000.0,697000000.0,,7564000000.0,2265000000.0,9829000000.0,9829000000.0,CRM,47000000.0,,,,,,,,,3429000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,-28450704.225352,0.140845,3197000000.0,-202000000.0,-202000000.0,1708000000.0,877000000.0,2217000000.0,2995000000.0,2118000000.0,,,,1881549295.774648,1708000000.0,7875000000.0,1820000000.0,,,,,1708000000.0,1708000000.0,1708000000.0,,1708000000.0,,1708000000.0,,280000000.0,1988000000.0,-130000000.0,72000000.0,-448000000.0,,298000000.0,246000000.0,,,,2118000000.0,5658000000.0,1420000000.0,4238000000.0,767000000.0,767000000.0,,7776000000.0,2217000000.0,9993000000.0,9993000000.0,CRM,150000000.0,,,,,,,,,3471000000.0,,,,,,,,,,,,,,,,,,,,,,,
